Number of nodes is 4039
Number of edges is 88234
Node - 3908 Centrality - 3.250000
Node - 3909 Centrality - 24.708162
Node - 3910 Centrality - 0.000000
Node - 3911 Centrality - 0.000000
Node - 3912 Centrality - 0.944156
Node - 3913 Centrality - 1.681887
Node - 3914 Centrality - 6.686111
Node - 3915 Centrality - 16.060404
Node - 3916 Centrality - 3.900000
Node - 3917 Centrality - 1.958766
Node - 3918 Centrality - 168.366667
Node - 3919 Centrality - 0.071429
Node - 3920 Centrality - 1.625938
Node - 3921 Centrality - 24.878752
Node - 3922 Centrality - 0.000000
Node - 3923 Centrality - 0.950000
Node - 3924 Centrality - 47.335881
Node - 3925 Centrality - 0.200000
Node - 3926 Centrality - 53.796941
Node - 3927 Centrality - 54.388178
Node - 3928 Centrality - 0.062500
Node - 3929 Centrality - 7.575089
Node - 3930 Centrality - 166.557964
Node - 3931 Centrality - 42.248677
Node - 3932 Centrality - 0.566667
Node - 3933 Centrality - 25.360859
Node - 3934 Centrality - 1.919538
Node - 3935 Centrality - 0.000000
Node - 3936 Centrality - 0.100000
Node - 3937 Centrality - 8.955126
Node - 3938 Centrality - 310.434337
Node - 3939 Centrality - 0.000000
Node - 3940 Centrality - 2.640909
Node - 3941 Centrality - 6.333333
Node - 3942 Centrality - 0.000000
Node - 3944 Centrality - 8.828249
Node - 3945 Centrality - 71.652743
Node - 3946 Centrality - 0.142857
Node - 3947 Centrality - 40.423949
Node - 3949 Centrality - 15.044048
Node - 3950 Centrality - 30.273748
Node - 3951 Centrality - 28.933297
Node - 3952 Centrality - 0.166667
Node - 3953 Centrality - 0.250000
Node - 3954 Centrality - 0.333333
Node - 3955 Centrality - 0.000000
Node - 3956 Centrality - 38.852508
Node - 3957 Centrality - 7.749084
Node - 3958 Centrality - 5.425490
Node - 3959 Centrality - 0.000000
Node - 3960 Centrality - 8.027453
Node - 3963 Centrality - 0.783333
Node - 3964 Centrality - 17.655556
Node - 3965 Centrality - 0.000000
Node - 3966 Centrality - 80.150976
Node - 3967 Centrality - 13.852453
Node - 3968 Centrality - 77.976532
Node - 3969 Centrality - 9.629757
Node - 3970 Centrality - 1.913960
Node - 3971 Centrality - 86.905310
Node - 3972 Centrality - 3.112559
Node - 3973 Centrality - 0.355556
Node - 3974 Centrality - 0.000000
Node - 3975 Centrality - 0.315018
Node - 3976 Centrality - 2.491827
Node - 3977 Centrality - 0.402320
Node - 3978 Centrality - 1.000000
Node - 3979 Centrality - 8.620635
Node - 3981 Centrality - 0.452381
Node - 3982 Centrality - 12.926190
Node - 3983 Centrality - 0.000000
Node - 3984 Centrality - 0.000000
Node - 3985 Centrality - 0.783333
Node - 3986 Centrality - 3.009524
Node - 3987 Centrality - 0.000000
Node - 3988 Centrality - 2.058333
Node - 3990 Centrality - 0.000000
Node - 3991 Centrality - 0.166667
Node - 3992 Centrality - 0.000000
Node - 3993 Centrality - 0.525000
Node - 3994 Centrality - 5.338095
Node - 3995 Centrality - 5.209524
Node - 3996 Centrality - 1.250000
Node - 3997 Centrality - 2.521429
Node - 3998 Centrality - 18.011905
Node - 3999 Centrality - 1.000000
Node - 4000 Centrality - 4.991667
Node - 4001 Centrality - 0.000000
Node - 4002 Centrality - 3.916667
Node - 4003 Centrality - 0.000000
Node - 4004 Centrality - 7.108333
Node - 4005 Centrality - 0.000000
Node - 4006 Centrality - 0.000000
Node - 4007 Centrality - 0.000000
Node - 4008 Centrality - 0.000000
Node - 4009 Centrality - 2.011905
Node - 4010 Centrality - 0.000000
Node - 4012 Centrality - 0.000000
Node - 4013 Centrality - 0.833333
Node - 4014 Centrality - 11.941667
Node - 4015 Centrality - 0.000000
Node - 4016 Centrality - 0.000000
Node - 4017 Centrality - 5.642857
Node - 4018 Centrality - 0.242857
Node - 4019 Centrality - 1.692857
Node - 4020 Centrality - 4.566667
Node - 4021 Centrality - 5.176190
Node - 4022 Centrality - 0.000000
Node - 4023 Centrality - 36.494048
Node - 4024 Centrality - 0.000000
Node - 4025 Centrality - 0.000000
Node - 4026 Centrality - 3.234524
Node - 4027 Centrality - 4.700000
Node - 4028 Centrality - 0.000000
Node - 4029 Centrality - 0.000000
Node - 4030 Centrality - 37.021429
Node - 4032 Centrality - 0.000000
Node - 4033 Centrality - 0.000000
Node - 4034 Centrality - 0.000000
Node - 4035 Centrality - 0.000000
Node - 4036 Centrality - 0.000000
Node - 4037 Centrality - 0.583333
Node - 4038 Centrality - 5.166667
Clustering coefficient 0.605547
